Crop,N_percent,P_mg_per_kg,K_cmol_per_kg,pH,Temp_C,Rainfall_mm,Yield_t_per_ha
Cocoyam,0.05,6.4,0.35,5.2,26.3,1000,6
Cocoyam,0.06,6.6,0.37,5.3,26.6,1010,6.1
Cocoyam,0.08,7.8,0.45,5.6,27.7,1100,7.1
Cocoyam,0.07,6.9,0.42,5.5,27.1,1060,6.7
Cocoyam,0.06,6.5,0.36,5.3,26.5,1020,6.3
Cocoyam,0.09,9,0.5,5.8,28.5,1140,7.4
Cocoyam,0.07,7.3,0.43,5.5,27.3,1070,6.8
Cocoyam,0.08,8,0.46,5.7,27.9,1110,7.2
Cocoyam,0.05,6.2,0.34,5.2,26.1,1000,5.9
Cocoyam,0.06,6.9,0.38,5.4,26.9,1030,6.4
Cocoyam,0.08,7.6,0.44,5.6,27.6,1095,7
Cocoyam,0.09,9.1,0.52,5.8,28.6,1150,7.3
Cocoyam,0.07,7.1,0.41,5.5,27.4,1065,6.6
Yam,0.07,7.5,0.44,5.5,27.5,1070,14.5
Yam,0.08,8.2,0.47,5.6,27.9,1100,14.8
Yam,0.06,6.9,0.41,5.4,26.7,1030,14.2
Yam,0.05,6.4,0.38,5.3,26.3,1000,13.9
Yam,0.07,7.6,0.45,5.5,27.6,1080,14.6
Yam,0.06,6.8,0.4,5.4,26.8,1020,14.3
Yam,0.08,8.7,0.49,5.7,28.1,1110,15
Yam,0.04,6,0.35,5.2,26,1000,13.7
Yam,0.05,6.3,0.37,5.2,26.2,1010,13.8
Yam,0.07,7.8,0.46,5.5,27.7,1090,14.7
Yam,0.06,7,0.42,5.4,27,1040,14.4
Yam,0.05,6.6,0.39,5.3,26.5,1010,13.9
Yam,0.08,8.9,0.51,5.8,28.4,1130,15.1
Yam,0.06,7.2,0.43,5.4,27.2,1050,14.5
Yam,0.07,8,0.47,5.6,27.8,1100,14.9
Yam,0.04,5.8,0.33,5.1,25.8,1000,13.6
Yam,0.05,6.7,0.38,5.3,26.6,1020,14
Yam,0.07,7.4,0.44,5.5,27.4,1070,14.6
Yam,0.08,9.1,0.52,5.8,28.5,1140,15.1
Yam,0.06,7.3,0.41,5.4,27.3,1060,14.3
Tomato,0.07,7.9,0.46,5.5,27.7,900,4.1
Tomato,0.08,8.4,0.49,5.6,28,920,4.3
Tomato,0.06,7.2,0.43,5.4,27.1,880,4
Tomato,0.05,6.8,0.4,5.3,26.6,850,3.8
Tomato,0.07,7.6,0.45,5.5,27.5,890,4.2
Tomato,0.06,7,0.41,5.4,27,870,4
Tomato,0.08,8.9,0.5,5.7,28.2,930,4.5
Tomato,0.04,6.3,0.36,5.1,26.1,850,3.7
Tomato,0.05,6.6,0.38,5.2,26.4,860,3.9
Tomato,0.07,8,0.47,5.5,27.8,910,4.4
Tomato,0.06,7.1,0.44,5.4,27.2,880,4.1
Tomato,0.05,6.7,0.39,5.3,26.5,860,3.9
Tomato,0.08,9.2,0.51,5.8,28.3,940,4.6
Tomato,0.06,7.3,0.46,5.4,27.3,890,4.2
Tomato,0.07,8.2,0.48,5.6,27.9,920,4.4
Tomato,0.04,6.1,0.34,5.1,26,850,3.6
Tomato,0.05,6.9,0.42,5.2,26.9,870,4
Tomato,0.07,7.8,0.46,5.5,27.6,900,4.3
Tomato,0.08,9,0.52,5.7,28.5,950,4.7
Tomato,0.06,7.4,0.44,5.4,27.4,890,4.1
Pepper,0.07,8,0.48,5.5,27.8,1150,3
Pepper,0.08,8.5,0.52,5.6,28,1180,3.2
Pepper,0.06,7.3,0.44,5.4,27.1,1120,2.9
Pepper,0.05,6.9,0.41,5.3,26.7,1090,2.8
Pepper,0.07,7.7,0.47,5.5,27.5,1140,3.1
Pepper,0.06,7.1,0.43,5.4,27,1110,3
Pepper,0.08,9,0.53,5.7,28.2,1190,3.3
Pepper,0.04,6.4,0.39,5.1,26.2,1050,2.7
Pepper,0.05,6.7,0.41,5.2,26.5,1070,2.8
Pepper,0.07,8.1,0.49,5.5,27.7,1160,3.2
Pepper,0.06,7,0.42,5.4,27,1130,3.1
Pepper,0.05,6.6,0.4,5.3,26.6,1080,2.9
Pepper,0.08,9.3,0.54,5.8,28.4,1200,3.4
Pepper,0.06,7.2,0.45,5.4,27.2,1140,3.2
Pepper,0.07,8.3,0.5,5.6,27.9,1170,3.3
Pepper,0.04,6.2,0.37,5.2,26,1050,2.7
Pepper,0.05,6.8,0.41,5.3,26.7,1090,2.9
Pepper,0.07,7.9,0.48,5.5,27.6,1150,3.1
Pepper,0.08,9.2,0.55,5.7,28.5,1210,3.4
Pepper,0.06,7.4,0.44,5.4,27.4,1130,3
Maize,0.07,7.5,0.4,5.5,27.5,550,3.7
Maize,0.08,8.2,0.45,5.6,28,580,3.85
Maize,0.06,6.8,0.38,5.4,27,530,3.5
Maize,0.09,8.5,0.5,5.7,28.2,600,3.9
Maize,0.05,6.2,0.34,5.3,26.5,500,3.3
Maize,0.07,7,0.42,5.5,27.5,560,3.75
Maize,0.06,6.5,0.36,5.2,26.8,510,3.4
Maize,0.08,7.8,0.44,5.6,27.9,570,3.8
Maize,0.07,7.3,0.4,5.5,27.4,545,3.65
Maize,0.09,9,0.52,5.8,28.5,620,3.95
Maize,0.06,6,0.33,5.2,26.3,500,3.2
Maize,0.08,7.6,0.46,5.6,28.1,590,3.85
Maize,0.07,7.1,0.39,5.4,27,540,3.6
Maize,0.05,5.9,0.31,5.1,26,500,3.1
Maize,0.09,8.9,0.51,5.7,28.4,610,3.9
Maize,0.07,7.4,0.41,5.5,27.6,555,3.7
Maize,0.08,8,0.47,5.6,28,585,3.85
Maize,0.06,6.3,0.35,5.3,26.7,510,3.3
Maize,0.09,9.2,0.53,5.9,28.6,630,3.95
Maize,0.07,7.2,0.4,5.4,27.2,545,3.6
Rice,0.07,7.5,0.4,5.5,27.5,1050,4.4
Rice,0.08,8.1,0.44,5.6,28,1080,4.6
Rice,0.06,6.5,0.36,5.3,27,1020,4.2
Rice,0.09,8.6,0.5,5.7,28.3,1100,4.8
Rice,0.05,6,0.32,5.2,26.5,1000,4
Rice,0.07,7,0.39,5.4,27.4,1040,4.3
Rice,0.08,7.8,0.45,5.6,27.9,1070,4.5
Rice,0.06,6.3,0.34,5.3,26.8,1010,4.1
Rice,0.09,9.1,0.52,5.8,28.5,1120,4.9
Rice,0.07,7.2,0.4,5.5,27.2,1030,4.3
Rice,0.08,8.3,0.46,5.7,28.2,1090,4.7
Rice,0.06,6.1,0.33,5.2,26.7,1005,4
Rice,0.05,5.8,0.31,5.1,26.3,1000,3.9
Rice,0.09,9.3,0.53,5.9,28.7,1130,4.9
Rice,0.07,7.1,0.38,5.4,27.3,1025,4.2
Rice,0.08,8,0.43,5.6,28.1,1085,4.6
Rice,0.06,6.6,0.35,5.3,26.9,1015,4.1
Rice,0.09,8.8,0.51,5.8,28.4,1110,4.8
Rice,0.07,7.3,0.4,5.5,27.1,1035,4.3
Rice,0.08,8.2,0.47,5.6,28,1105,4.7
Cassava,0.08,8.2,0.42,5.6,27.8,1080,9.5
Cassava,0.09,8.5,0.48,5.7,28,1120,9.9
Cassava,0.07,7.6,0.41,5.5,27.2,1060,9.3
Cassava,0.06,7.2,0.39,5.4,26.9,1040,9.1
Cassava,0.08,8,0.45,5.6,27.6,1090,9.6
Cassava,0.07,7.4,0.4,5.5,27,1050,9.2
Cassava,0.09,8.8,0.5,5.8,28.3,1130,9.95
Cassava,0.05,6.8,0.36,5.3,26.5,1000,8.8
Cassava,0.06,7,0.38,5.4,26.7,1020,9
Cassava,0.08,8.1,0.46,5.6,27.5,1100,9.7
Cassava,0.07,7.3,0.42,5.5,27.1,1070,9.4
Cassava,0.06,6.9,0.37,5.4,26.6,1010,8.95
Cassava,0.09,9,0.52,5.9,28.5,1150,10
Cassava,0.07,7.1,0.4,5.5,27.3,1050,9.3
Cassava,0.08,8.3,0.47,5.7,27.9,1110,9.85
Cassava,0.05,6.5,0.34,5.2,26.2,1000,8.7
Cassava,0.06,7.2,0.39,5.4,26.8,1030,9.15
Cassava,0.08,8,0.44,5.6,27.7,1095,9.65
Cassava,0.09,9.1,0.51,5.8,28.2,1140,9.98
Cassava,0.07,7.5,0.41,5.5,27.4,1065,9.35
Plantain,0.08,7.8,0.45,5.6,27.9,1080,7.4
Plantain,0.09,8.4,0.49,5.7,28.1,1120,7.6
Plantain,0.07,7.3,0.42,5.5,27.3,1050,7.2
Plantain,0.06,6.9,0.4,5.4,26.8,1020,6.95
Plantain,0.08,7.6,0.44,5.6,27.5,1090,7.45
Plantain,0.07,7.2,0.41,5.5,27,1040,7.1
Plantain,0.09,8.7,0.5,5.8,28.4,1130,7.75
Plantain,0.05,6.5,0.36,5.2,26.2,1000,6.7
Plantain,0.06,6.8,0.38,5.3,26.6,1010,6.85
Plantain,0.08,7.9,0.46,5.6,27.7,1100,7.55
Plantain,0.07,7.1,0.4,5.5,27.1,1030,7.15
Plantain,0.06,6.6,0.37,5.3,26.5,1005,6.8
Plantain,0.09,9,0.51,5.9,28.6,1150,7.8
Plantain,0.07,7.4,0.43,5.5,27.2,1060,7.3
Plantain,0.08,8.2,0.47,5.7,27.8,1110,7.65
Plantain,0.05,6.4,0.34,5.2,26,1000,6.6
Plantain,0.06,7,0.39,5.4,26.9,1020,7
Plantain,0.08,7.7,0.45,5.6,27.6,1095,7.5
Plantain,0.09,9.1,0.52,5.8,28.5,1145,7.85
Plantain,0.07,7.5,0.42,5.5,27.3,1070,7.25
Cocoyam,0.08,7.7,0.43,5.6,27.8,1080,5.8
Cocoyam,0.09,8.2,0.47,5.7,28.1,1120,6.1
Cocoyam,0.07,7.2,0.41,5.5,27.2,1040,5.6
Cocoyam,0.06,6.8,0.39,5.4,26.8,1020,5.4
Cocoyam,0.08,7.5,0.44,5.6,27.5,1090,5.9
Cocoyam,0.07,7,0.4,5.5,27,1050,5.65
Cocoyam,0.09,8.6,0.49,5.8,28.3,1130,6.2
Cocoyam,0.05,6.4,0.35,5.2,26.3,1000,5.1
Cocoyam,0.06,6.6,0.37,5.3,26.6,1010,5.3
Cocoyam,0.08,7.8,0.45,5.6,27.7,1100,6
Cocoyam,0.07,6.9,0.42,5.5,27.1,1060,5.7
Cocoyam,0.06,6.5,0.36,5.3,26.5,1020,5.25
Cocoyam,0.09,9,0.5,5.8,28.5,1140,6.3
Cocoyam,0.07,7.3,0.43,5.5,27.3,1070,5.75
Cocoyam,0.08,8,0.46,5.7,27.9,1110,6.15
Cocoyam,0.05,6.2,0.34,5.2,26.1,1000,5
Cocoyam,0.06,6.9,0.38,5.4,26.9,1030,5.55
Cocoyam,0.08,7.6,0.44,5.6,27.6,1095,5.95
Cocoyam,0.09,9.1,0.52,5.8,28.6,1150,6.35
Cocoyam,0.07,7.1,0.41,5.5,27.4,1065,5.65
Yam,0.08,7.9,0.46,5.6,27.8,1080,6.4
Yam,0.09,8.3,0.49,5.7,28,1100,6.6
Yam,0.07,7.1,0.42,5.5,27.3,1040,6.2
Yam,0.06,6.7,0.39,5.4,26.8,1020,5.95
Yam,0.08,7.6,0.45,5.6,27.6,1070,6.5
Yam,0.07,7,0.41,5.5,27,1030,6.15
Yam,0.09,8.8,0.5,5.8,28.3,1120,6.75
Yam,0.05,6.3,0.36,5.2,26.2,1000,5.8
Yam,0.06,6.5,0.38,5.3,26.5,1010,5.9
Yam,0.08,7.7,0.47,5.6,27.7,1090,6.55
Yam,0.07,7.2,0.43,5.5,27.1,1050,6.25
Yam,0.06,6.6,0.37,5.3,26.6,1010,5.85
Yam,0.09,9,0.52,5.9,28.5,1140,6.8
Yam,0.07,7.4,0.44,5.5,27.3,1070,6.3
Yam,0.08,8.1,0.48,5.7,27.9,1100,6.7
Yam,0.05,6.1,0.34,5.2,26,1000,5.7
Yam,0.06,6.8,0.39,5.4,26.9,1020,6
Yam,0.08,7.5,0.45,5.6,27.5,1080,6.45
Yam,0.09,9.2,0.53,5.8,28.6,1150,6.85
Yam,0.07,7.3,0.42,5.5,27.4,1060,6.2
Tomato,0.08,8,0.48,5.6,27.9,900,10.1
Tomato,0.09,8.5,0.51,5.7,28.1,920,10.3
Tomato,0.07,7.4,0.44,5.5,27.3,880,9.9
Tomato,0.06,7,0.41,5.4,26.8,860,9.6
Tomato,0.08,7.8,0.47,5.6,27.6,890,10.2
Tomato,0.07,7.2,0.43,5.5,27.1,870,9.8
Tomato,0.09,9,0.52,5.8,28.3,930,10.5
Tomato,0.05,6.5,0.38,5.2,26.2,850,9.3
Tomato,0.06,6.8,0.4,5.3,26.6,860,9.5
Tomato,0.08,8.1,0.49,5.6,27.7,910,10.25
Tomato,0.07,7.3,0.45,5.5,27.2,880,9.95
Tomato,0.06,6.7,0.39,5.3,26.5,860,9.6
Tomato,0.09,9.3,0.53,5.9,28.5,940,10.6
Tomato,0.07,7.5,0.46,5.5,27.4,890,10
Tomato,0.08,8.3,0.5,5.7,27.8,920,10.4
Tomato,0.05,6.3,0.36,5.2,26.1,850,9.2
Tomato,0.06,6.9,0.42,5.4,26.9,870,9.7
Tomato,0.08,7.9,0.48,5.6,27.6,900,10.15
Tomato,0.09,9.1,0.54,5.8,28.6,950,10.65
Tomato,0.07,7.6,0.44,5.5,27.5,890,9.85
Pepper,0.08,8.1,0.5,5.6,27.9,1150,14.8
Pepper,0.09,8.6,0.54,5.7,28,1180,15.2
Pepper,0.07,7.5,0.46,5.5,27.3,1120,14.5
Pepper,0.06,7.1,0.43,5.4,26.8,1090,14.2
Pepper,0.08,7.9,0.49,5.6,27.6,1140,15
Pepper,0.07,7.3,0.45,5.5,27,1110,14.6
Pepper,0.09,9.1,0.55,5.8,28.3,1190,15.4
Pepper,0.05,6.6,0.4,5.2,26.3,1050,13.8
Pepper,0.06,6.9,0.42,5.3,26.6,1070,14.1
Pepper,0.08,8.2,0.51,5.6,27.7,1160,15.1
Pepper,0.07,7.4,0.47,5.5,27.1,1130,14.7
Pepper,0.06,6.8,0.41,5.3,26.5,1080,13.9
Pepper,0.09,9.4,0.56,5.9,28.5,1200,15.5
Pepper,0.07,7.6,0.48,5.5,27.4,1140,14.9
Pepper,0.08,8.4,0.53,5.7,27.8,1170,15.3
Pepper,0.05,6.4,0.38,5.2,26.1,1050,13.7
Pepper,0.06,7,0.44,5.4,26.9,1090,14.3
Pepper,0.08,8,0.5,5.6,27.6,1150,15.05
Pepper,0.09,9.3,0.57,5.8,28.6,1210,15.6
Pepper,0.07,7.7,0.46,5.5,27.5,1130,14.6
Maize,0.07,7.5,0.4,5.5,27.5,550,2.7
Maize,0.08,8.2,0.45,5.6,28,580,2.9
Maize,0.06,6.8,0.38,5.4,27,530,2.5
Maize,0.09,8.5,0.5,5.7,28.2,600,3
Maize,0.05,6.2,0.34,5.3,26.5,500,2.3
Maize,0.07,7,0.42,5.5,27.5,560,2.75
Maize,0.06,6.5,0.36,5.2,26.8,510,2.4
Maize,0.08,7.8,0.44,5.6,27.9,570,2.85
Maize,0.07,7.3,0.4,5.5,27.4,545,2.65
Maize,0.09,9,0.52,5.8,28.5,620,3.1
Maize,0.06,6,0.33,5.2,26.3,500,2.2
Maize,0.08,7.6,0.46,5.6,28.1,590,2.95
Maize,0.07,7.1,0.39,5.4,27,540,2.6
Maize,0.05,5.9,0.31,5.1,26,500,2.1
Maize,0.09,8.9,0.51,5.7,28.4,610,3.05
Maize,0.07,7.4,0.41,5.5,27.6,555,2.7
Maize,0.08,8,0.47,5.6,28,585,2.9
Maize,0.06,6.3,0.35,5.3,26.7,510,2.4
Maize,0.09,9.2,0.53,5.9,28.6,630,3.15
Maize,0.07,7.2,0.4,5.4,27.2,545,2.6
Rice,0.07,7.5,0.4,5.5,27.5,1050,1.9
Rice,0.08,8.1,0.44,5.6,28,1080,2.1
Rice,0.06,6.5,0.36,5.3,27,1020,1.7
Rice,0.09,8.6,0.5,5.7,28.3,1100,2.3
Rice,0.05,6,0.32,5.2,26.5,1000,1.5
Rice,0.07,7,0.39,5.4,27.4,1040,1.85
Rice,0.08,7.8,0.45,5.6,27.9,1070,2
Rice,0.06,6.3,0.34,5.3,26.8,1010,1.65
Rice,0.09,9.1,0.52,5.8,28.5,1120,2.4
Rice,0.07,7.2,0.4,5.5,27.2,1030,1.8
Rice,0.08,8.3,0.46,5.7,28.2,1090,2.2
Rice,0.06,6.1,0.33,5.2,26.7,1005,1.6
Rice,0.05,5.8,0.31,5.1,26.3,1000,1.4
Rice,0.09,9.3,0.53,5.9,28.7,1130,2.5
Rice,0.07,7.1,0.38,5.4,27.3,1025,1.75
Rice,0.08,8,0.43,5.6,28.1,1085,2.15
Rice,0.06,6.6,0.35,5.3,26.9,1015,1.7
Rice,0.09,8.8,0.51,5.8,28.4,1110,2.35
Rice,0.07,7.3,0.4,5.5,27.1,1035,1.9
Rice,0.08,8.2,0.47,5.6,28,1105,2.25
Cassava,0.08,8.2,0.42,5.6,27.8,1080,16
Cassava,0.09,8.5,0.48,5.7,28,1120,16.5
Cassava,0.07,7.6,0.41,5.5,27.2,1060,15.5
Cassava,0.06,7.2,0.39,5.4,26.9,1040,15
Cassava,0.08,8,0.45,5.6,27.6,1090,16.2
Cassava,0.07,7.4,0.4,5.5,27,1050,15.3
Cassava,0.09,8.8,0.5,5.8,28.3,1130,16.7
Cassava,0.05,6.8,0.36,5.3,26.5,1000,14.5
Cassava,0.06,7,0.38,5.4,26.7,1020,14.8
Cassava,0.08,8.1,0.46,5.6,27.5,1100,16.3
Cassava,0.07,7.3,0.42,5.5,27.1,1070,15.7
Cassava,0.06,6.9,0.37,5.4,26.6,1010,14.6
Cassava,0.09,9,0.52,5.9,28.5,1150,17
Cassava,0.07,7.1,0.4,5.5,27.3,1050,15.4
Cassava,0.08,8.3,0.47,5.7,27.9,1110,16.4
Cassava,0.05,6.5,0.34,5.2,26.2,1000,14.3
Cassava,0.06,7.2,0.39,5.4,26.8,1030,15.1
Cassava,0.08,8,0.44,5.6,27.7,1095,16.1
Cassava,0.09,9.1,0.51,5.8,28.2,1140,16.8
Cassava,0.07,7.5,0.41,5.5,27.4,1065,15.6
Plantain,0.08,7.8,0.45,5.6,27.9,1080,13
Plantain,0.09,8.4,0.49,5.7,28.1,1120,13.5
Plantain,0.07,7.3,0.42,5.5,27.3,1050,12.5
Plantain,0.06,6.9,0.4,5.4,26.8,1020,12
Plantain,0.08,7.6,0.44,5.6,27.5,1090,13.2
Plantain,0.07,7.2,0.41,5.5,27,1040,12.3
Plantain,0.09,8.7,0.5,5.8,28.4,1130,13.8
Plantain,0.05,6.5,0.36,5.2,26.2,1000,11.5
Plantain,0.06,6.8,0.38,5.3,26.6,1010,11.8
Plantain,0.08,7.9,0.46,5.6,27.7,1080,13.3
Plantain,0.07,7.1,0.4,5.5,27.1,1030,12.2
Plantain,0.06,6.6,0.37,5.3,26.5,1005,11.6
Plantain,0.09,9,0.51,5.9,28.6,1150,13.9
Plantain,0.07,7.4,0.43,5.5,27.2,1060,12.7
Plantain,0.08,8.2,0.47,5.7,27.8,1110,13.4
Plantain,0.05,6.4,0.34,5.2,26,1000,11.4
Plantain,0.06,7,0.39,5.4,26.9,1020,12.1
Plantain,0.08,7.7,0.45,5.6,27.6,1095,13.1
Plantain,0.09,9.1,0.52,5.8,28.5,1145,13.7
Plantain,0.07,7.5,0.42,5.5,27.3,1070,12.6
Cocoyam,0.08,7.7,0.43,5.6,27.8,1080,6.9
Cocoyam,0.09,8.2,0.47,5.7,28.1,1120,7.4
Cocoyam,0.07,7.2,0.41,5.5,27.2,1040,6.5
Cocoyam,0.06,6.8,0.39,5.4,26.8,1020,6.2
Cocoyam,0.08,7.5,0.44,5.6,27.5,1090,7
Cocoyam,0.07,7,0.4,5.5,27,1050,6.6
Cocoyam,0.09,8.6,0.49,5.8,28.3,1130,7.3
Cocoyam,0.05,6.4,0.35,5.2,26.3,1000,6
Cocoyam,0.06,6.6,0.37,5.3,26.6,1010,6.1
Cocoyam,0.08,7.8,0.45,5.6,27.7,1100,7.1
Cocoyam,0.07,6.9,0.42,5.5,27.1,1060,6.7
Cocoyam,0.06,6.5,0.36,5.3,26.5,1020,6.3
Cocoyam,0.09,9,0.5,5.8,28.5,1140,7.4
Cocoyam,0.07,7.3,0.43,5.5,27.3,1070,6.8
Cocoyam,0.08,8,0.46,5.7,27.9,1110,7.2
Cocoyam,0.05,6.2,0.34,5.2,26.1,1000,5.9
Cocoyam,0.06,6.9,0.38,5.4,26.9,1030,6.4
Cocoyam,0.08,7.6,0.44,5.6,27.6,1095,7
Cocoyam,0.09,9.1,0.52,5.8,28.6,1150,7.3
Cocoyam,0.07,7.1,0.41,5.5,27.4,1065,6.6
Yam,0.08,7.9,0.46,5.6,27.8,1080,6.4
Yam,0.09,8.3,0.49,5.7,28,1100,6.6
Yam,0.07,7.1,0.42,5.5,27.3,1040,6.2
Yam,0.06,6.7,0.39,5.4,26.8,1020,5.95
Yam,0.08,7.6,0.45,5.6,27.6,1070,6.5
Yam,0.07,7,0.41,5.5,27,1030,6.15
Yam,0.09,8.8,0.5,5.8,28.3,1120,6.75
Yam,0.05,6.3,0.36,5.2,26.2,1000,5.8
Yam,0.06,6.5,0.38,5.3,26.5,1010,5.9
Yam,0.08,7.7,0.47,5.6,27.7,1090,6.55
Yam,0.07,7.2,0.43,5.5,27.1,1050,6.25
Yam,0.06,6.6,0.37,5.3,26.6,1010,5.85
Yam,0.09,9,0.52,5.9,28.5,1140,6.8
Yam,0.07,7.4,0.44,5.5,27.3,1070,6.3
Yam,0.08,8.1,0.48,5.7,27.9,1100,6.7
Yam,0.05,6.1,0.34,5.2,26,1000,5.7
Yam,0.06,6.8,0.39,5.4,26.9,1020,6
Yam,0.08,7.5,0.45,5.6,27.5,1080,6.45
Yam,0.09,9.2,0.53,5.8,28.6,1150,6.85
Yam,0.07,7.3,0.42,5.5,27.4,1060,6.2
Tomato,0.08,8,0.48,5.6,27.9,900,10.1
Tomato,0.09,8.5,0.51,5.7,28.1,920,10.3
Tomato,0.07,7.4,0.44,5.5,27.3,880,9.9
Tomato,0.06,7,0.41,5.4,26.8,860,9.6
Tomato,0.08,7.8,0.47,5.6,27.6,890,10.2
Tomato,0.07,7.2,0.43,5.5,27.1,870,9.8
Tomato,0.09,9,0.52,5.8,28.3,930,10.5
Tomato,0.05,6.5,0.38,5.2,26.2,850,9.3
Tomato,0.06,6.8,0.4,5.3,26.6,860,9.5
Tomato,0.08,8.1,0.49,5.6,27.7,910,10.25
Tomato,0.07,7.3,0.45,5.5,27.2,880,9.95
Tomato,0.06,6.7,0.39,5.3,26.5,860,9.6
Tomato,0.09,9.3,0.53,5.9,28.5,940,10.6
Tomato,0.07,7.5,0.46,5.5,27.4,890,10
Tomato,0.08,8.3,0.5,5.7,27.8,920,10.4
Tomato,0.05,6.3,0.36,5.2,26.1,850,9.2
Tomato,0.06,6.9,0.42,5.4,26.9,870,9.7
Tomato,0.08,7.9,0.48,5.6,27.6,900,10.15
Tomato,0.09,9.1,0.54,5.8,28.6,950,10.65
Tomato,0.07,7.6,0.44,5.5,27.5,890,9.85
Pepper,0.08,8.1,0.5,5.6,27.9,1150,14.8
Pepper,0.09,8.6,0.54,5.7,28,1180,15.2
Pepper,0.07,7.5,0.46,5.5,27.3,1120,14.5
Pepper,0.06,7.1,0.43,5.4,26.8,1090,14.2
Pepper,0.08,7.9,0.49,5.6,27.6,1140,15
Pepper,0.07,7.3,0.45,5.5,27,1110,14.6
Pepper,0.09,9.1,0.55,5.8,28.3,1190,15.4
Pepper,0.05,6.6,0.4,5.2,26.3,1050,13.8
Pepper,0.06,6.9,0.42,5.3,26.6,1070,14.1
Pepper,0.08,8.2,0.51,5.6,27.7,1160,15.1
Pepper,0.07,7.4,0.47,5.5,27.1,1130,14.7
Pepper,0.06,6.8,0.41,5.3,26.5,1080,13.9
Pepper,0.09,9.4,0.56,5.9,28.5,1200,15.5
Pepper,0.07,7.6,0.48,5.5,27.4,1140,14.9
Pepper,0.08,8.4,0.53,5.7,27.8,1170,15.3
Pepper,0.05,6.4,0.38,5.2,26.1,1050,13.7
Pepper,0.06,7,0.44,5.4,26.9,1090,14.3
Pepper,0.08,8,0.5,5.6,27.6,1150,15.05
Pepper,0.09,9.3,0.57,5.8,28.6,1210,15.6
Pepper,0.07,7.7,0.46,5.5,27.5,1130,14.6
Maize,0.07,7.5,0.4,5.5,27.5,550,2.7
Maize,0.08,8.2,0.45,5.6,28,580,2.9
Maize,0.06,6.8,0.38,5.4,27,530,2.5
Maize,0.09,8.5,0.5,5.7,28.2,600,3
Maize,0.05,6.2,0.34,5.3,26.5,500,2.3
Maize,0.07,7,0.42,5.5,27.5,560,2.75
Maize,0.06,6.5,0.36,5.2,26.8,510,2.4
Maize,0.08,7.8,0.44,5.6,27.9,570,2.85
Maize,0.07,7.3,0.4,5.5,27.4,545,2.65
Maize,0.09,9,0.52,5.8,28.5,620,3.1
Maize,0.06,6,0.33,5.2,26.3,500,2.2
Maize,0.08,7.6,0.46,5.6,28.1,590,2.95
Maize,0.07,7.1,0.39,5.4,27,540,2.6
Maize,0.05,5.9,0.31,5.1,26,500,2.1
Maize,0.09,8.9,0.51,5.7,28.4,610,3.05
Maize,0.07,7.4,0.41,5.5,27.6,555,2.7
Maize,0.08,8,0.47,5.6,28,585,2.9
Maize,0.06,6.3,0.35,5.3,26.7,510,2.4
Maize,0.09,9.2,0.53,5.9,28.6,630,3.15
Maize,0.07,7.2,0.4,5.4,27.2,545,2.6
Rice,0.07,7.5,0.4,5.5,27.5,1050,1.9
Rice,0.08,8.1,0.44,5.6,28,1080,2.1
Rice,0.06,6.5,0.36,5.3,27,1020,1.7
Rice,0.09,8.6,0.5,5.7,28.3,1100,2.3
Rice,0.05,6,0.32,5.2,26.5,1000,1.5
Rice,0.07,7,0.39,5.4,27.4,1040,1.85
Rice,0.08,7.8,0.45,5.6,27.9,1070,2
Rice,0.06,6.3,0.34,5.3,26.8,1010,1.65
Rice,0.09,9.1,0.52,5.8,28.5,1120,2.4
Rice,0.07,7.2,0.4,5.5,27.2,1030,1.8
Rice,0.08,8.3,0.46,5.7,28.2,1090,2.2
Rice,0.06,6.1,0.33,5.2,26.7,1005,1.6
Rice,0.05,5.8,0.31,5.1,26.3,1000,1.4
Rice,0.09,9.3,0.53,5.9,28.7,1130,2.5
Rice,0.07,7.1,0.38,5.4,27.3,1025,1.75
Rice,0.08,8,0.43,5.6,28.1,1085,2.15
Rice,0.06,6.6,0.35,5.3,26.9,1015,1.7
Rice,0.09,8.8,0.51,5.8,28.4,1110,2.35
Rice,0.07,7.3,0.4,5.5,27.1,1035,1.9
Rice,0.08,8.2,0.47,5.6,28,1105,2.25
